account_no,customer_name,alias,customer_group,legacy_codes,contract_numbers,contract_sl_nos,emirate,place_of_supply,district,address,po_box,email,phone,mobile,trn,priority,latitude,longitude,maps_link_coords,location_source,location_status,required_info,notes
11431,ORYX LUBES & GREASES LTD FZ,,,,,,Sharjah,Sharjah,Al Hamriyah,"HAMRIYA FREEZONE FZ 1, HAMRIYA FREE ZONE",,,067488075,0557622983,100292848700003,,25.456513,55.513359,"https://www.google.com/maps?q=25.456513,55.513359",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11432,Unimoni Exchange LLC,,,0278,,,Dubai,Dubai,,"Shop 17&18, 19th st, Muhaisnah",P.O. Box: 87966,shabu@ae.wizz.fnancial,042965992,0529952833,100229964000003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,,Emirate-level coordinates only — capture exact pin on first visit
11433,Unimoni Exchange LLC (Abu Hail),,,0279,,,,,,Abu Hail,,,042398727,,100229964000003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11434,BURJ AL RAYAN EQUIPMENT TRADING LLC,,,0280,,,Sharjah,Sharjah,Industrial Area 18,"Maliha Road, Industrial area - 18",,,+971567951416,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11435,AL WAZZAN FOODSTUFFS FACTORY LLC,,,,,,Sharjah,Sharjah,Industrial Area 3,Industrial area - 3,48689,,0501666937,,,,25.323377,55.393328,"https://www.google.com/maps?q=25.323377,55.393328",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11436,EAST WEST HYPERMARKET L.L.C,NESTO KARAMA,,,,,Dubai,Dubai,,"Near Karama Post Office , Al Karama",,,,0549985364,100247587700003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11437,AL WANEES LADIES SALON - BR 1,,,0282,,,Sharjah,Sharjah,Muwaileh,MUWEILAH,3909,,+971552459325,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11438,AL WANEES LADIES SALON,,,0283,,,,,,BUTEENA,61304,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11439,Shades Interiors LLC,,,0284,,,Dubai,Dubai,,"Al Warsan Tower, Tecom, Al Barsha",,accounting@spacebuilders.org,+97144531157,,100205054800003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,,Emirate-level coordinates only — capture exact pin on first visit
11441,Al Fayha Jewellers & Gold Factory LLC,,,",",1056/25,20,Sharjah,Sharjah,Al Sajaa,"Al Sajaa Industrial Suburb, Emirates Industrial City,Sharjah",37509,acc@fayhajewellery.com,065952400,065952400,100262542200003,,25.35579,55.630362,"https://www.google.com/maps?q=25.355790,55.630362",CONTRACT_MASTER,VERIFIED,,Location inherited from contract master (SL 20)
11442,LABI SIMON,,,285,,,,,,,,,+971555140323,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11443,AL NAHA LADIES SALON,,,0287,,,Sharjah,Sharjah,Al Mahatah,AL MAHATTA,3872,,+971527220449,,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11444,GREEN BUILDINGS FACILITY MANAGEMENT L.L.C,,,0288,,,,,,"SALAM STREET,,  ELECTRA SECTOR E11",62652,,00971555111070,,100202436000003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11445,NESTO HYPER MARKET L.L.C (Branch),Nesto JVC,,,,,,,,"The Circle Mall, Plot No. JVC11VCP 200, Jumeirah Village Circle",,ccml@nestogroup.com,0508993483,,100247587700003,,,,,NONE,NO_LOCATION,ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11446,MATHAQ ALBASBOOSA SWEETS PREPARING L L C - SHJ. BR 1,,,0289,,,Sharjah,Sharjah,Muwaileh,"University City Road , Muweilah",,,0509298036,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11447,AFGHAN TURK PALACE RESTURANT,,,0290,,,Sharjah,Sharjah,Industrial Area 2,AL QUASAIS INDUSTRIAL AREA-2,243-269,,0505004252,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11448,Siana Technologies LLC Fz,,,0291,,,Dubai,Dubai,,"1401, Damac Business Tower , Business Bay",,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11449,Nesto MMD Accommodation,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11451,Nesto Al Warsan Staff Accommodation,,,,,,Dubai,Dubai,,"Geepas Commercial Centre Plot No: 3016, Al Warsan First,  UAE, Dubai",,,,,100247587700003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11452,YEAST & BUTTER BAKERY L.L.C. SP - BRANCH 1,HAY HAY BAKERY,,0294,,,Sharjah,Sharjah,Muwaileh,"Al Jada, Muweilah",,,0552353893,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11453,Zed Pharma Drug LLC,,,0295,,,Ajman,Ajman,,Al Jurf,,,,,104629175100003,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11454,BARBAR REST RESRTAURANT LLC,,,0296,,,Sharjah,Sharjah,Al Khan,AL KHAN,44656,,0506262828,,,,25.314391,55.375385,"https://www.google.com/maps?q=25.314391,55.375385",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11455,NESTO HYPER MARKET L.L.C (Branch).   8125,Nesto mina mall,,,,,Dubai,Dubai,,"Plot No : 17(321-171), Block : Madinat Dubai, Almelaheyah (321)",,hr.mina@nestogroup.com,+971545824041,,100247587700003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,,Emirate-level coordinates only — capture exact pin on first visit
11456,ROSE KING FLOWERS TRADING (L.L.C) - SHJ. BR 1,,,0298,,,Sharjah,Sharjah,Muwaileh,Muweilah,6818,rosekingllc@gmail.com,0506785558,0526504308,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11457,Nesto Al Khan Staff Accommodation,Abdul Jaleel M.A,,,,,Sharjah,Sharjah,Abu Shagara,"NESTO HYPERMARKET, Near Liberty Signal,Abushagara,UAE",,absg.manager@nestogroup.com,,0565451691,100247587700003,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11458,Abc lld,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11459,Yas Elevators,,,0301,,,Sharjah,Sharjah,Industrial Area 18,"Industrial Area - 18, Maleha St",,contact@yaselevators.com,+971502179786,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11461,CUTFISH RESTURANT MANAGEMENT,,,302,,,,,,"UMMSEQUEM, JUMEIRAH",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11462,Awaney Restaurant,,AWANEY GROUP,0302,"10030/25, 10031/25","4, 5",Dubai,Dubai,Al Yarmook,Al Quoz Matajer,,,,,100326795000003,,25.349801,55.400434,"https://www.google.com/maps?q=25.349801,55.400434",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE,"Location inherited from contract master (SL 4, 5)"
11463,Riviera Management & Tr. Consultanncy,,,,,,Sharjah,Sharjah,Al Majaz,"Crystal Tower , Al Majaz",,wahid@rivierahr.ae,+971553100323,,100258763000003,,25.330126,55.374338,"https://www.google.com/maps?q=25.330126,55.374338",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11464,K S J V Technical Services,Rahmaniya Villa,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11465,AL WAJEHA BUILDING CONTRACTING  L.L.C,,,0306,,,,,,"ZAROONI BUILDING,  DAMASCUS STREET 2",83762,,+971503277095,,104108055500003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11466,EWAN HOTEL APARTMENT,,,,,,Ajman,Ajman,,RASHID STREET HAMIDIYA,,,,0507743517,100365986700003,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11467,EWAN TOWER AJMAN,,,,,,Ajman,Ajman,,RASHID STREET HAMIDIYA,,,0507743517,0507743517,100365986700003,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11468,ASG MANAGEMENT SERVICES LLC,,,0310,,,Dubai,Dubai,,"Al Dar, Muraqqabat,, Deira",25250,,+971547444744,,100045237300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11469,AL ARUZZ AL TAZEJ KITCHEN AND RESTAURANT L.L.C,,,0311,,,,,,Diera,,foodatm.dxb@gmail.com,+971557868001,,,,,,,NONE,NO_LOCATION,ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11471,Best Food Dip2 Camp,,,0312,,,Dubai,Dubai,,Dip - 2,,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11472,SRI BALAJI BHAVANN VEGETARIAN RESTAURANT L.L.C,,,"0313,",,,Dubai,Dubai,,"Bar Dubai, Al Karama",123,alrasafapa2md@gmail.com,0,971553376404,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11473,Leaders Fitness & Leisure Club,,,,,,,,,Al Wasl,,,,,100319720700003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11474,NASHAT FARHAN AWAD SAHAWNEH,,,0314,,,Sharjah,Sharjah,Industrial Area,Industrial area,,,,,,,25.3169,55.4187,"https://www.google.com/maps?q=25.316900,55.418700",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11475,NEBRASKA PAPER TRADING LLC,,,,,,,,,,,,,,100214935700003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11476,Medco Contracting LLC,,,,,,Dubai,Dubai,,"M13-14 Al Andalus Building, Abu Hail Road, Deira",10839,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11477,Al Ahalia Exchange - Burdubai,,,,,,Dubai,Dubai,Al Nad,"Al Nadha St, Al Fahidi, Bur Dubai",,,,,100349992600003,,25.14563,55.364275,"https://www.google.com/maps?q=25.145630,55.364275",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,District-level coordinates only — capture exact pin on first visit
11478,ABC LLC,DEMO SAHAL,,020,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11479,SAAD ARBEED JLUWI AL ARBEED,Nasriya Sharjah,,,,,,,,,,,,,104014098800003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11481,Liva insurance,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11482,MOUHAJER INTERNATIONAL DESIGN,KALEEM,,,,,,,,Burj Vista Tower 1,,,,+971521594350,100329380800003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11483,"H B S .L L C,SAFAD BUILDING",Awani,,,1137/26,81,Sharjah,Sharjah,Bu Tina,"H B S L , SAFAD BUILDING, BUTHEENA SHARJAH",,,+971506499876,,,,25.371034,55.401896,"https://www.google.com/maps?q=25.371034,55.401896",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 81)
11484,Iran Insurance,Mohammed Faqhi,,,,,,,,Al Miqdad Bin Amr Street,,sharjah@bimehir.ae,+97165507700,+97165507700,100282418100003,,,,,NONE,NO_LOCATION,ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11485,Replika Restaurant,,,,,,Dubai,Dubai,,"Windsor Manor, Business Bay",,,0528442881,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11486,MR ZIYAD,,,,,,Sharjah,Sharjah,,"Gulaya building ,G plus 4 Building, Sharjah",,,,,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11487,Nev Real Estate L.L.C,,,,,,Dubai,Dubai,,"Burlington tower,marasi dr, Business bay,Apt No 1417",,,,,1040118075500003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11488,Late Mohammad Abdulla Shamsudeen Al Kandari,Mustaqbal Real Estate,,,,,Sharjah,Sharjah,Abu Shagara,Abu shagara Building,,,,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11489,Muhayer Abdulla Saeed Alketbi,Mustaqbal Real Estate,,,,,Sharjah,Sharjah,Al Soor,"Al Soor Blding, Sharjah",,,,,,,25.3639,55.3922,"https://www.google.com/maps?q=25.363900,55.392200",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11491,Oh My Desk,HELENE,,,,,,,,Al Fatman 3rd Floor Mezzanine,,,,+971562600226,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11492,SIGNA FOOD PRODUCTS LLC,,,,,,Dubai,Dubai,,"Al Ttay, Near fast fix Auto centre LLC-Al Khawaneej, Dubai",,,,,104783034200003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11493,Evo Green,Qadeer Ali,,,,,Sharjah,Sharjah,Al Sajaa,ALl Sajaa,,,,,,,25.311217,55.641176,"https://www.google.com/maps?q=25.311217,55.641176",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11494,Caramel Beauty center & Spa,,,,,,,,,Malika Road,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11495,Al Tawar Villa,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11496,D Realtors Real Estate,,,,,,Dubai,Dubai,,"602 City Avenue Buildinf, Port Saeed Road",,,,,100441798400003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11497,Petroserve Interntional,Miswar,,,,,Dubai,Dubai,,"Flat 704,Sevanam Crown Building ,  Silicon Oasis, Dubai",,,,0551805424,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11498,George,George,,,,,Sharjah,Sharjah,,"Sharjah Univercity, uae",,,,+971501202647,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11499,HELEN AND SONS BUSINESS CONSULTANCY,SABA,,,,,Sharjah,Sharjah,Al Qasimia,Al Qasimia,,,,+971509887433,,,25.341179,55.395932,"https://www.google.com/maps?q=25.341179,55.395932",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11511,Integra Technologies FZE,,,,,,Dubai,Dubai,,"Silicon Oasis, Dubai, Dubai, United Arab Emirates, 341352",,,,,100362084400003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11512,PrimeFM Building maintenance,Mohamed Hisham,,,,,Dubai,Dubai,,"Office No. 415, Le Solarium Building, Dubai Silicon Oasis, Dubai, Dubai, United Arab Emirates, 122386",,Hisham.m@Primefm-me.com,,,100476271000003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: PHONE/MOBILE,Emirate-level coordinates only — capture exact pin on first visit
11513,Al zarouni International Equipments L.L.C,Needless Tewani,,,,,Sharjah,Sharjah,Industrial Area 4,"Al Wahda Street,, Industrial Area 4",,neelesh@zie.ae,0504826761,,100323499200003,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11514,Swiss International FZ LCC,,,,,,Dubai,Dubai,,"Dubai Healthcare City , Phase 2 AL Jaddaf, Dubai",,james.antony@sisd.ae,0524312579,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11515,SABIS INTERNATIONAL SCHOOL,,,,,,Sharjah,Sharjah,Industrial Area 6,"University city road , Industrial Area 6",,,971524014094,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11516,AL Ramz Real Estate Accommodation,,,,,,,,,Saja,,alramzrealestate@gmail.com,0509209004,0509209004,,,,,,NONE,NO_LOCATION,ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11517,AL BUSTAN BUILDING,,,,,,Sharjah,Sharjah,Al Musalla,Musalla,,,,,,,25.06212,56.352787,"https://www.google.com/maps?q=25.062120,56.352787",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11518,TRANSDELTA INTERNATIONAL INDUSTRIES LLC,,,,,,,,,,22104,production@transdelta.ae,,+97167485661,,,,,,NONE,NO_LOCATION,ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11519,OPULAXE CAFE-SOLE PROPRITORSHIP L.L.C,,,,,,,,,"Inside the Oasis Mall, 2nd Floor",,,,+971581422661,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11521,Bobby Thomas,,,,,,,,,"Calicut Park Resturant Building 402, Al Qasmiya",,,,+97155397077,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11522,Raju,,,,,,,,,"Al Gafeya,  Villa No 37 2nd Street",,,,0506335059,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11523,NESIR AL MADINA SUPERMARKET,,,,,,Sharjah,Sharjah,Al Nahda,Al Nahda,,,,0585593926,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11524,AMIRI BUILDING,,,,,,Sharjah,Sharjah,Al Rolla,Rolla,,,,0507365918,,,25.35707,55.391061,"https://www.google.com/maps?q=25.357070,55.391061",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11525,SULTHAN AL ARAB RESTUARANT,,,,,,,,,Al Majas,,,,0557121441,104774977300003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11526,Prominent Star Machines Spare Parts TR LLC,,,,,,,,,,,,,+971567966898,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11527,FANDOM RESTAURANT LLC,,,,,,Sharjah,Sharjah,Muwaileh,Muwaileh,,,,0547452463,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11528,AL NADA SPECIALIST MEDICAL CENTRE LLC S.P,,,,1231/26,174,Sharjah,Sharjah,Industrial Area 18,"Industrial 18 ,Sharjah Behind Maliha Road",,,0561051555,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 174)
11529,AL TAMAM FURNITURE MOVERS L.L.C,,,,,,Abu Dhabi,Abu Dhabi,,"Store 126,Bldgs Sector M 34, Mussafah,Abudhabi, Abudhabi",,,,0502009143,104664967700003,,24.4539,54.3773,"https://www.google.com/maps?q=24.453900,54.377300",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11531,Bassam Tower,,,,,,Sharjah,Sharjah,,"Corniche st, Al Majas, sharjah",,,,,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11532,Sheela,,,,,,Dubai,Dubai,,"Dubai, Dubai",,,,0568580009,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11533,Ocean Rubber Factory LLC,,,,,,Sharjah,Sharjah,Industrial Area 15,"Industrial Area 15, Street 10, Sharjah",,,,+97165344110,100203213200003,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11534,Vision printing Accommodation,,,,,,Umm Al Quwain,Umm Al Quwain,,Umm Al Quwain,,,,05052929546,,,25.5647,55.5532,"https://www.google.com/maps?q=25.564700,55.553200",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11535,Mother & Fetuses Medical Center L.L.C,,,,,,Sharjah,Sharjah,Wasit,"Villa 458 Wasit St,Wasit Suburb- , Al Azra,Wasit Suburb, Sharjah",,daudajemba@gmail.com,0544972891,,1004315955600003,,25.355297,55.459773,"https://www.google.com/maps?q=25.355297,55.459773",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11536,AL MASHHOOR OFFICE EQUIPMENT TR,,,,,,Sharjah,Sharjah,Industrial Area 13,"Al Qusais, Dubai Ind 13, Sharjah",,,0581581522,,100348458900003,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
